,title,director,stars,genre,release_date,company
2058,"No Better, No Worse","{""Kingsley Fresh Onyenma""}","{""Uzor Arukwe"",""Sandra Eke"",""Degri Emmanuel"",""Juliet Njemanze"",""Uche Nwaefuna"",""Stan Nze"",""Blessing Jessica Obasi-Nze"",""Fessa B. Okafor"",""Maryann Ugwu""}",{Drama},2022-10-01,"{""Mazinni Pictures""}"
2059,The Housewife,"{""Jay Franklyn Jituboh""}","{""Blossom Chukwujekwu"",""Chimamanda Enwerem"",""Ekene Enwerem"",""Munachi Enwerem"",""Kachi Nnochiri"",""Kiki Omeili"",""Qween Renee"",""Kevin T. Solomon""}","{Short,Drama}",2018-02-01,"{""567 Entertainment""}"
2060,Celebrity Marriage,"{""Pascal Amanfo""}","{""Toyin Abraham"",""Odunlade Adekola"",""Pascal Amanfo"",""Jackie Appiah"",""Charity Awoke"",""Frances Ben"",""Tonto Charity Dikeh"",""Anthony Edet"",""Osita Iheme"",""Kanayo O. Kanayo"",""Igho Leonard"",""Sonny McDon"",""Roselyn Ngissah"",""Chioma Nwosu"",""Francis Odega"",""Onwualu Odinake"",""Jimmy Odukoya"",""Calista Okoronkwo""}","{Drama,Romance}",2017-11-01,"{""FilmOne Production""}"
2061,Mimi's Voice,"{""Allwell Ademola""}","{""Tobiloba Abraham"",""Allwell Ademola"",""Funso Adeolu"",""Ronnie Dee"",""Glory Lawal"",""Jumoke Odetola"",""Yetunde Odunsi"",""Shoneye Olamilekan"",""Adegbiji Oluwaseun"",""Jumoke Salami"",""Rotimi Salami""}",{Drama},2021-09-01,"{""Allwell Ademola Films"",""Apreel Ventures""}"
2062,Ìrírí mi,"{""Tajudeen Mobolaji Arotambo""}","{""Dele Akinbo"",""Modupe Johnson"",""Lanre Hassan"",""Yemi Solade"",""Bayo Adu"",""Fathia Balogun"",""Rauf Ayoola"",""Tajudeen Olakazim"",""Fakolade Ajanaku"",""Tajudeen Mobolaji Arotambo"",""Tunji Aweda"",""Toyin Miller"",""Modina Ablodun"",""Iyabo Olasunkanmi"",""Omotunde Ogundina"",""Bukola Afolabi"",""Oluwafunke Fashina"",""Taiwo Ogidan""}",{Drama},2008-03-01,"{""Corporate Pictures""}"
2063,Criminal Law 2,"{""Prince Emeka Ani""}","{""Rita Arum"",""Geraldine Ekeocha"",""Osita Iheme"",""Chinedu Ikedieze"",""Remy Ohajianya"",""Doris Onuoha""}",{Drama},2006-10-01,"{""Future King Productions""}"
2064,Tears & Sorrows,"{""Andy Amenechi""}","{""Sandra Achums"",""Chiwetalu Agu"",""Steve Ahanonu"",""Chiege Alisigwe"",""Favour Aneke"",""Igwueze Bonaventure"",""Franca Brown"",""Andy Chukwu"",""Pete Edochie"",""Rita Edochie"",""Ifeanyi Ezeokeke"",""Mabel Frank"",""Emeka Ike"",""Tony Isaac"",""Juliet Mbanefo"",""Duro Michael"",""Daniel Natty"",""Dan Nkolagu""}","{Drama,Horror,Romance}",2002-01-01,"{""A-Z Production""}"
2065,Secrets of the Heart,"{""Ben Emeh""}","{""Rita Edochie"",""Ifeanyi Ezeokeke"",""Oby Kechere"",""Camilla Mberekpe"",""Amaechi Muonagor"",""Greg Obiafor Ofulozor"",""Maureen Solomon""}",{Drama},2003-11-01,"{""Chuks Anyiam Associated""}"
2066,Wisdom and Riches 2,"{""Okey-Zubelu Okoh""}","{""Chiege Alisigwe"",""Charles Awurum"",""Liz Benson"",""Justus Esiri"",""Chika Ike"",""Muna Obiekwe""}",{Drama},2002-01-01,"{""Nojin Agency""}"
2067,True Romance 2,"{""Chico Ejiro""}","{""Lilian Bach"",""Rita Dominic"",""Desmond Elliot"",""Richard Mofe-Damijo"",""Chioma Okoye""}","{Drama,Romance}",2004-10-01,"{""Hallmark Films Ltd.""}"
2068,Blessed Son 2,"{""Charles Inojie""}","{""Chiwetalu Agu"",""Osita Iheme"",""Chinedu Ikedieze"",""Alex Usifo Omiagbo""}",{Drama},2006-03-01,"{""Hallmark Films Ltd.""}"
2070,King of the Town 2,"{""Simi Opeoluwa""}","{""Femi Agunbiade"",""Jerry Amilo"",""Hanks Anuku"",""Desmond Elliot"",""Benita Nzeribe"",""Wale Odusanya"",""Thelma Okoduwa"",""Robert Peters""}",{Action},2006-12-01,"{""Andy Best Electronics""}"
2071,Four Sisters 2,"{""Simi Opeoluwa""}","{""Stella Damasus"",""Pete Edochie"",""Emmanuel Ehumadu"",""Uche Ogbodo"",""Obi Okoli"",""Adaora Ukoh""}",{Drama},2008-08-01,"{""Danga Movies International""}"
2072,Beyond Passion,"{""Tarila Thompson""}","{""Elvis Chuks"",""Jim Iyke"",""Oge Okoye"",""Fina Peters"",""Funto Thoma""}","{Drama,Romance}",2005-12-01,"{""Contech Films""}"
2074,Olugbeja Olorun,"{""Sharafadeen Olabode""}","{""Biola Adebayo"",""Motunrayo Adebola"",""Tosin Adekansola"",""Odunayo Adekoya"",""Muyiwa Ademola"",""Tosin Ademola"",""Rafiu Adeniyi"",""Balikis Adeyemo"",""Olaniyi Afonja"",""Ronke Akinrinola"",""Wale Akorede"",""Adebayo Amanoo"",""Yisau Amodu"",""Temitope Aremu"",""Marry Augustin"",""Raheem Adeniran Azeez"",""Ajoke Bello"",""Wunmi Bello""}",{Drama},2021-07-01,"{""Debbie Show House of Entertainment"",Epsalum}"
2075,Cry of a Virgin,"{""Paul Obazele""}","{""Ngozi Ezeonu"",""Kanayo O. Kanayo"",""Uche Mac-Auley"",""Paul Obazele"",""Ngozi Orji"",""Zack Orji"",""Emeka Rollas""}",{Drama},2006-04-01,"{""Great King Productions"",""Pressing Forward Production""}"
2077,Thanksgiving,"{""Stanley Anaekwe""}","{""Clem Ohameze"",""Eucharia Anunobi Ekwu"",""Mercy Johnson Okojie"",""Theodore Clinton"",""Jibunor Afoma"",""Hayez Achu"",""Kalu I. Kalu"",""Stanley Anaekwe"",""Joy Nwauba"",""Raphael Ogbaje"",""Excellence Jacob"",""Chioma Nworah""}",{Drama},2006-02-01,"{""Coruma International""}"
2078,The Cokers,"{""Muhydeen S. Ayinde""}","{""Femi Adebayo"",""Azeez Adedimeji"",""Lateef Adedimeji"",""Adeniyi Adesuwa"",""Akeem Adeyemi"",""Mercy Aigbe"",""Tiamiyu Akinola"",""Fata Akinwale"",""Toyin Alausa"",""Temitope Aremu"",""Jide Awobona"",""Solomon Awotoye"",""Hamzat Babatunde"",""Fausat Balogun"",""Adewunmi Fatai"",""Lizzy Jay"",""Adeniyi Johnson"",""Sola Kareem""}",{Comedy},2021-10-01,"{""Corporate Pictures"",""Oyebade Adebimpe Productions""}"
2079,War Game 3,"{""Obi Callys Obinali""}","{""Chigozie Atuanya"",""Nonso Diobi"",""Ini Edo"",""Oge Okoye""}","{Action,Drama,Thriller}",2006-03-01,"{""Simony Productions""}"
2080,Two Idiots,"{""Patience Oghre""}","{""Adenike Ayodele"",""Udaya Chidiebere"",""Etinosa Idemudia"",""Stanley Isokoh"",""Precious Joseph"",""Jide Kosoko"",""Becky Eloho Patrick"",""Ovie Paul-Ejukorlem"",""Toju Peter""}",{Comedy},2021-11-01,"{""Oduma Creative Worx"",""Rok Studios""}"
2081,Power of Beauty 2,"{""Ikechukwu Onyeka""}","{""Ini Edo"",""Mike Ezuruonye"",""Chika Ike"",""Uche Jombo"",""Amaechi Muonagor"",""Uche Ogbodo"",""Joe Okoro""}",{Drama},2007-02-01,"{""Divine Base Production"",""Magic Movies Production""}"
2083,The AIDS Patient,"{""Osita Okoli""}","{""Lanre Balogun"",""Yvonne Jegede"",""Lina Joseph""}",{Drama},2005-09-01,"{""Charles Novia Productions""}"
2084,Virgins Night Out,"{""Tarila Thompson""}","{""Jim Iyke"",""Stephanie Linus""}","{Drama,Romance}",2004-12-01,"{""Goldmark International""}"
2085,Edikan,"{""Desmond Elliot""}","{""Innocent Abah"",""Tunrayo Adeniran"",""Uche Alexmoore"",""Moses Armstrong"",""Udeme Asanga"",""Joel Awok"",""Abigail Bassey"",""Davis Bassey"",""Moyo Naomi Dapo"",""Blessing Davies"",""Neut Dominics"",""Emeka Duru"",""Ini Edo"",""Nkese Effiong"",""Ini Ikpe"",""Nse Ikpe-Etim"",""Akan-Ekpo Jeremiah"",""Sophiana Jones""}",{Comedy},2009-03-01,"{""Emem Isong Production""}"
2086,A Weeping Soul,"{""Afam Okereke""}","{""Olu Jacobs"",""Mercy Johnson Okojie"",""Van Vicker""}",{Drama},2009-12-01,"{""Nigerian Movies""}"
2087,Indulgence,"{""Ekenna Udo Igwe""}","{""Ini Edo"",""Chidi Mokeme"",""Ernest Obi"",""Patience Ozokwor""}",{Drama},2004-02-01,"{""Emmalex Associates Ltd.""}"
2088,End of Mirror of Life 2,"{""Michael Jaja""}","{""John Dumelo"",""Chacha Eke"",""Prince Eke"",""Joyce Kalu"",""Uchenna Nnanna"",""Queen Nwokoye"",""Mercy Johnson Okojie"",""Angela Okorie""}",{Drama},2011-02-01,"{""Chijioke Nneja Production""}"
2089,Heavy Heart 2,"{""Ilochi Olisaemeka""}","{""Halimar Abubakar"",""Tonto Charity Dikeh"",""Jim Iyke"",""Uche Jombo"",""Van Vicker""}",{Drama},2009-04-01,"{""Paulsco Movies Int'l Ltd.""}"
2090,Short of Time 2,"{""Iyke Odife""}","{""Eucharia Anunobi Ekwu"",""Francis Duru"",""Queen Nwokoye"",""Ebele Okaro-Onyiuke""}",{Drama},2007-10-01,"{""Kensimon Production"",""Ruling Movies""}"
2091,Entanglement (Kreglex),"{""Adekola Amosa""}","{""Alex Ajoku"",""Michael Allen"",""Asuama Inyang""}","{Short,Drama}",2020-07-01,"{""Kreglex Productions""}"
2092,A Private Storm 2,"{""Lancelot Oduwa Imasuen"",""Ikechukwu Onyeka""}","{""John Dumelo"",""Ngozi Ezeonu"",""Omotola Jalade-Ekeinde"",""Ufuoma McDermott"",""Ramsey Nouah""}",{Drama},2011-02-01,"{""Purplepine Production""}"
2093,Greatest Weapon,"{""Theodore Anyanji""}","{""Kamadesu Alawiye"",""Theodore Anyanji"",""Miracle Bob-Ekechukwu"",""Clarion Chukwura-Abiola"",""Rita Davies"",""Emeka Eboh"",""Ini Edo"",""Jenny Ezeamaka"",""Angela Brown Kalu"",""Sly Kuna"",""Fred Leonards"",""Obiageli Molube"",""Ngozi Nwosu"",""Saint Obi"",""Nwanyi Obosi"",""Ernest Odanibe"",""Rich Oganiru"",""Emmanuel Oganuiru""}",{Drama},2006-03-01,"{""Dozac Global Maxima Investment""}"
2094,The Bridal Shower,"{""Aniedi Awah Noba""}","{""Toyin Abraham"",""Myrrh Ejiofor"",""Nazo Ekezie"",""Ese Lami George"",""Frank John"",""Moyo Lawal"",""Ene Ochu"",""Melvin Oduah"",""Helen Paul""}",{Thriller},2018-10-01,"{""Acme Pictures Entertainment""}"
2095,My Name Is Ivy,"{""Chris Eneaji Eneng""}","{""Roxy Antak"",""Uzor Arukwe"",""Chris Eneaji Eneng"",""Chelsea Eze"",""Omozele Gabriel"",""Endee Ikeji"",""Nancy Isime"",""Bolaji Ogunmola"",""Blessing Onwukwe"",""Kingsley Fresh Onyenma"",""Emem Ufot""}",{Thriller},2018-11-01,"{""Rok Studios""}"
2097,Sacred Tradition 2,"{""Amayo Uzo Philips""}","{""Chioma Chukwuka Akpotha"",""Chiege Alisigwe"",""Fred Aresoma"",""Pete Edochie"",""Amaechi Muonagor"",""Chinyere Wilfred""}",{Drama},2005-05-01,"{""Reemmy Jes Production (RJP)""}"
2098,Aki na ukwa,"{""Amayo Uzo Philips""}","{""Steve Ahanonu"",""Philip Emere"",""Judith Eze"",""Okey Igwe"",""Osita Iheme"",""Chinedu Ikedieze"",""Frances Nsonwu Ikoroha"",""Oby Kechere"",""Amaechi Muonagor"",""Emeka Nwokoka"",""Christopher Okechi"",""Onwuka Okike"",""Joe Okoro"",""Amayo Uzo Philips""}",{Comedy},2002-09-01,"{""Kas-Vid International""}"
2099,Old School 3,"{""Gabriel Moses""}","{""Chiwetalu Agu"",""Pete Eneh"",""Emeka Enyiocha"",""Chidi Ihesie"",""Sam Loco Efe"",""Patience Ozokwor""}","{Comedy,Drama}",2004-03-01,"{""Amaco Investments""}"
2100,Sai Wata Rana,"{""Ali Nuhu""}","{""Ladidi Abdullahi"",""Nafisat Abdullahi"",""Tijjani Asase"",""Auwal Danja"",""Ali Dawayya"",""Nafiu Gwammaja"",""Jamila Ladan"",""Ibrahim Muhammad"",""Ali Nuhu"",""Rabiu Rikadawa"",""Adam A. Zango""}",{Drama},2010-05-01,"{""FKD Production""}"
2101,Return of the Ghost,"{""Emeka Obiakonwa""}","{""Chiwetalu Agu"",""Pete Edochie"",""Geraldine Ekeocha"",""Uche Elendu"",""Sam Loco Efe""}",{Drama},2006-10-01,"{""Rich-Rock Productions""}"
2102,Besties,"{""Abiodun Aleja""}","{""Gabriel Afolayan"",""Detoun Akande"",""Funbi Akinduro"",""Jumoke Ayadi"",""Gbenga Dina"",""Zara Udofia Ejoh"",""Chuks Enete"",""Friday Francis""}",{Romance},2021-06-01,"{""Rok Studios""}"
2103,The Prince of My Heart,"{""Kalu Anya""}","{""Chika Ike"",""Emeka Ike"",""Omotola Jalade-Ekeinde"",""Vitalis Ndubuisi"",""Chinyere Nwabueze""}",{Romance},2007-11-01,"{""Pressing Forward Production"",""Rich-Rock Productions""}"
2104,Arrested,"{""Matthew Ajallys""}","{""Stephanie Eboh"",""Kate Ezeigbo""}","{Short,Thriller}",2021-09-01,"{""Lewabo Media Group""}"
2105,Force on the Run,"{""Amayo Uzo Philips""}","{""Osita Iheme"",""Francis Odega"",""Chinwe Owoh"",""Musa Ibrahim"",""Mark Smith Ochendu""}",{Comedy},2004-10-01,"{""Onye Eze Holding Production""}"
2106,Angel's Whip,"{""Jude Odoh""}","{""Kofi Adjorlolo"",""Nadia Buari"",""Jude Odoh"",""Kalsoume Sinare"",""Van Vicker""}",{Drama},2016-09-01,"{""Angelic Touch Productions""}"
2107,Boomerang,"{""Dabby Chimere""}","{""Alex Ajoku"",""Adeola Awodein"",""Uche Nwaefuna"",""Ruby P. Okezie"",""Jessica Tse""}",{Drama},2021-10-01,"{""Africa Magic Original Films""}"
2108,Extreme Measure,"{""Andy Amenechi""}","{""Pat Attah"",""Monalisa Chinda"",""Desmond Elliot"",""Kenneth Chukwu"",""Steve Eboh"",""Innocent Nwafor"",""Emeka Amakeze"",""Walter Anga"",""Wilfred Ajayi"",""Imaonong Abia"",""Sunny William"",""Ngene Nwoye Igwe"",""Aloy Ahamel"",""Amaka Obiwulu"",""Kingsley Precious"",""Tony Goodman"",""Austine Odubugo"",""Charles Akhigbe""}",{Drama},2006-02-01,"{""Annex Merchandise Ltd."",""Nwafor Anayo Production""}"
2110,Breath of Anger 2,"{""Tchidi Chikere""}","{""Somadina Adinma"",""Tchidi Chikere"",""Mike Ezuruonye"",""Austin Faani Ikechukwu"",""Mercy Johnson Okojie"",""Vivian Orji"",""Paul Udonsi""}",{Drama},2007-07-01,"{""Great Movies Ind. Ltd.""}"
2112,Mayomi,"{""Sunday Adewale""}","{""Afeez Abiodun"",""Femi Adebayo"",""Toyin Adewale"",""Tayo Odueke"",""Kayode Odumosu"",""Ronke Ojo""}",{Drama},2007-07-01,"{""Toymax Films Holding""}"
2113,Once a Mistake,"{""Vincent D. Anointed""}","{""Iheremelam Chukwuemeka"",""Daniel Nsude"",""Lydia Usang""}","{Short,Drama}",2022-06-01,"{""The J Gang Entertainment""}"
2115,Strive,"{""Alex Mouth""}","{""Yemi Blaq"",""Uru Eke"",""Lilian Esoro"",""Emmanuel Imeh Frank"",""Bimbo Manuel"",""Bryan Okpala""}",{Thriller},2013-09-01,"{""Platinum X Arts and Media""}"
2116,Forever,"{""Udezeh Onyinye""}","{""Chinonso Arubayi"",""Uzor Arukwe"",""Emma Emordi Daniels"",""Kenechukwu Ezeh"",""Benedette Nkiruka"",""Caleb Onwe"",""Kingsley Fresh Onyenma""}",{Drama},2020-11-01,"{""Mazinni Pictures"",""Rok Studios""}"
2117,Total Control 2,"{""Michael Jaja""}","{""Bassey Ekpo Bassey"",""Yemi Blaq"",""Monalisa Chinda"",""Rita Dominic"",""Ini Edo"",""Keppy Ekpenyong-Bassey"",""Uche Iwuji"",""Kanayo O. Kanayo"",""Rich Oganiru"",""Susan Patrick"",""Adaora Ukoh""}",{Drama},2006-04-01,"{""O.J. Production""}"
2118,Beyond the Song,"{""David Uro""}","{""Padita Agu"",""Akume Akume"",""John Njamah"",""Maureen Solomon""}",{Drama},2003-11-01,"{""Samcivic Investment""}"
2120,Pretty Little Thing,"{""Ugezu J. Ugezu""}","{""Jide Kosoko"",""Ngozi Ezeonu"",""Grace-Charis Bassey"",""Chinenye Ubah"",""Prince Eke"",""David Onome Ogbeni"",""Stephen Owoh"",""Amaechi Anaekwe"",""Betty Bellor"",""Jide Kene Achufusi"",""Daniella Denis"",""Bayelsa King"",""Elaweremi Elaweremi"",""Ugezu J. Ugezu"",""Irene Ibekwe"",""Yvonne Ify""}","{Drama,Romance}",2017-11-01,"{""Presstora Production"",""Rok Studios""}"
2122,Misguided,"{""Afeez Balogun""}","{""Lateef Adedimeji"",""Kemi Afolabi"",""Jide Awobona"",""Enitan Fashina"",""Otunba Ladi Okunaga"",""Irewole Olaniyan"",""Omowonuola Olorunnisola"",""Adeleke Omowunmi"",""Debbie Shokoya"",""Remi Surutu""}",{Drama},2019-12-01,"{""Adekaz Productions"",""Fespris Production""}"
2123,Self Sentence,"{""Paul Iheanyichukwu Igwe""}","{""Hadiza Abubakar"",""Moc Madu"",""Anthony Monjaro"",""Bolaji Ogunmola""}",{Drama},2021-02-01,"{""African Movie Channel""}"
2124,Divided Secret,"{""Iyke Odife""}","{""Ebere Akosa"",""Ozo Akubueze"",""Veronica Cindulue"",""Tracy Daniels"",""Nonso Diobi"",""Steve Eboh"",""Pete Edochie"",""Rita Edochie"",""Chisom Egweshi"",""Diewait Ikpechukwu"",""Ngube Nnolim"",""Maryann Nweke"",""Susan Obi"",""Modesta Obodo"",""Samuel Okhakume"",""Cletus Okonkwo"",""Oby Okpalug"",""Ifeanyi Onu""}",{Drama},2006-06-01,"{""Mega Movies Industry""}"
2126,Seed of Love,"{""Tchidi Chikere""}","{""Amanda Chukwu"",""Francis Duru"",""Romanus Lott"",""Bolanle Ninalowo"",""Nuella Njubigbo"",""Kent Sele"",""Florence Sunday""}",{Drama},2016-11-01,"{""Rok Studios""}"
2127,Dan Marayan Zaki,"{""Aminu Saira""}","{""Nafisat Abdullahi"",""Sadiq Ahmad"",""Ali Rabiu Ali"",""Maryam Baba"",""Aisha Bello"",""Aminu Boss"",""Al-Amin Buhari"",""Ladidi Fagge"",""Tahir M. Fagge"",""Tijani Faraga"",""Rahama Hassan"",""Shamsu Dan Iya"",""Maigan Kanche"",""Buloko Manuta"",""Hadiza Muhammad"",""Mariya Muhammad"",""Asmau Musa"",""Ali Nuhu""}",{Drama},2012-10-01,"{""Saira Movies""}"
2129,Unhappy Moment 2,"{""Onyeka James""}","{""Nonso Diobi"",""Ngozi Ezeonu"",""Zack Orji"",""Tony Umez""}",{Drama},2007-07-01,"{""Olitraco Industries""}"
2130,Bishop Jerry,"{""Caz Chidiebere""}","{""Eve Esin"",""Ruth Kadiri"",""Majid Michel"",""Beverly Naya"",""Obi Okoli""}",{Comedy},2015-05-01,"{""Magic Movies Production""}"
2131,Blood Diamonds,"{""Teco Benson""}","{""Zulu Adigwe"",""Hanks Anuku"",""Lanre Balogun"",""Eunice Becker"",""T.J. Cole"",""Rita Dominic"",""Shan George"",""Emeka Okoro""}","{Action,Thriller}",2004-12-01,"{""Gold Pictures""}"
2132,Emotional Pain,"{""Chico Ejiro""}","{""Cosmas O. Abasi"",""Franklin Adegbie"",""Eucharia Anunobi Ekwu"",""Victor Bello"",""Frank Dallas"",""Stella Damasus"",""Maxwell Mbachu"",""Richard Mofe-Damijo"",""Tina Nkem"",""Oscar Okoye"",""Austin Okwuji"",""Ebi Sam"",""Abubakar Yakubu""}","{Drama,Romance,Thriller}",2003-07-01,"{""Grand Touch Pictures""}"
2133,Love & Money,"{""Frederick Atigogo""}","{""Ujams Cbriel"",""Victor Emueje"",""Jennifer Obodo"",""Princess Nnenne Orji"",""Richmond Osuji""}",{Drama},2021-12-01,{CongaTV}
2134,Idunnu okan,"{""Yomi Fash-Lanso""}","{""Deji Adenuga"",""Bose Akinola"",""Bose Attey"",""Yomi Fash-Lanso"",""Iyabo Oko"",""Tola Oladokun""}",{Drama},2006-04-01,"{""Lekog Films""}"
2135,Game of Pythons,"{""Richards Omos-Iboyi""}","{""Nwa Aba"",""Tana Adelana"",""Henry Aigbadumah"",""Patience Attang"",""Arsenal Bruno"",""Onyi Charles"",""Omalicha Chuks"",""Yul Edochie"",""Okechukwu Ezebube"",""Mercy Frank"",""Yinka Great"",""Ebuka Greg"",""Ben Hucks"",""Kevin Ikeduba"",""Nelly N. John"",""Omo Jude"",""Nelson Obilo"",""Remy Ohajianya""}",{Drama},2014-10-01,"{""PAAB Production""}"
2136,The Cleanser,"{""James Abinibi""}","{""Chiwetalu Agu"",""Kehinde Bankole"",""Nkechi Blessing"",""Chris Iheuwa"",""Oladotun Kayode"",""Jide Kosoko"",""Antar Laniyan"",""Bolanle Ninalowo"",""Stan Nze"",""Alex Usifo Omiagbo""}",{Drama},2021-01-01,"{""Mataan Entertainment""}"
2137,Excess Money 2,"{""Iyke Odife""}","{""Jackie Appiah"",""Sam Dede"",""Uche Ebere"",""Jim Iyke"",""Ralph Onu""}",{Drama},2008-02-01,"{""Kensimon Production""}"
2138,Remember Me,"{""Izu Ojukwu""}","{""Bola Aduwo"",""Kamara Anozie"",""Alex Ayalogu"",""Murtala Balala"",""Stephen Damian"",""Uru Eke"",""Connie Frank"",""Arthur Illuono"",""Femi Jacobs"",""Busola Makinde"",""Victoria Mba"",""Anthony Monjaro"",""Enyinna Nwigwe"",""Ihuoma Nwigwe"",""Franklyn Okoro"",""Chika Okoye"",""Victor Olaotan"",""Chioma Omeruah""}",{Drama},2016-03-01,"{""Chime For Arts Foundation""}"
2139,Passage of Kings 2,"{""Sunday Nnajiude""}","{""Pete Edochie"",""Enebeli Elebuwa"",""Muna Obiekwe"",""Ebele Okaro-Onyiuke""}",{Drama},2006-04-01,"{""Snude Entertainment""}"
2142,Choke,{Orimz},"{""Gloria Anozie"",""Chimezie Imo"",""Kanayo O. Kanayo"",""Nkem Marchie"",""Trinity Ugonabo"",""Norbert Young""}",{Drama},2022-09-01,"{""Astra Pictures"",""Sozo Films""}"
2143,Idajo mi tide 3,"{""Monsuru Obadina""}","{""Jide Kosoko"",""Dele Odule"",""Ronke Ojo"",""Sola Sobowale""}",{Drama},2005-10-01,"{""Fala Film Productions"",""Gemini Films & Marketing""}"
2144,Wisdom and Riches,"{""Okey-Zubelu Okoh""}","{""Chiege Alisigwe"",""Charles Awurum"",""Liz Benson"",""Justus Esiri"",""Chika Ike"",""Muna Obiekwe""}",{Drama},2002-08-01,"{""Nojin Agency""}"
2145,Wolf,"{""Yemi Laja""}","{""Obeleye Tubonimi Arinyedokiari"",""Peter Chigozie"",""Titilola Oladotun""}","{Short,Family}",2020-08-01,"{""CCG Film & Theatre Team Gloria Bamiloye""}"
2146,Pandora's Box,"{""Simon Peacemaker""}","{""Onyii Alex"",""Sarah Davids"",""Timini Egbuson"",""Nini Mbonu"",""Ufuoma McDermott"",""Ovi Odiete"",""Ik Ogbonna""}","{Drama,Romance}",2021-10-01,"{""Horocon Media Productions""}"
2147,Kakatu,"{""Ibrahim Yekini""}","{""Debo Adebayo"",""Femi Adebayo"",""Yusuf Akintunde"",""Adewale Elesho"",""Yemi Elesho"",""Blessing Joseph"",""Abimbola Kazeem"",""Akin Kolapo"",""Jumoke Odetola"",""Martini Ogbobor"",""Sodiq Ogede"",""Shoneye Olamilekan"",""Yinka Salau"",""Ibrahim Yekini""}",{Fantasy},2022-07-01,"{""SK360 Production"",""Yemi Elesho Film Dynasty""}"
2148,Love Duty,"{""Daniel Oriahi""}","{""Olumuyiwa Adeola"",""Chinenye Agu"",""Ijeoma Grace Agu"",""Kazeem Akanji"",""Uzor Arukwe"",""Saheed Bellow"",""Grace Benjamin"",""Tessy Brown"",""Eze Daniel"",""Adekanla Desalu"",""Patrick Edobor"",""Osayingbemi Eniola"",""Mazi Omeh Honest"",""Duru Ifeanyi"",""Josephine Imeku"",""Chioma Linus"",""Moc Madu"",""Ruth Nkweti""}",{Drama},2020-03-01,"{""House 5 Production"",""Rok Studios""}"
2149,Ak-47 Wanted 2,"{""Emeka Rodstick""}","{""Joe Ekenwe"",""Gentle Jack"",""Ndu King"",""Alaso Wariboko""}",{Action},2006-04-01,"{""Award International""}"
2150,Tender Lies,"{""Okey Ifeanyi""}","{""Harriet Akinola"",""Victoria Egbuchere"",""James Ekem"",""Mike Ezuruonye"",""Ruth Kadiri"",""Thomas Nwadike"",""Dare Oladepo"",""Ifeoma Patrick"",""Atewe Raphael"",""Sophia Ucheora"",""Angel Unigwe""}",{Drama},2019-08-01,{iROKOtv}
2152,Gone Grey,"{""Sobe Charles Umeh""}","{""Funso Adeolu"",""Stan Nze"",""Tamara Eteimo"",""Judith Audu"",""Sobe Charles Umeh""}",{Thriller},2016-04-01,"{""1st Rate Pictures""}"
2153,The Covenant Church,"{""Charles Novia""}","{""Remi Abiola"",""Kunle Abogunloko"",""Segun Arinze"",""Moses Balogun"",""Saidi Balogun"",""Richard Mofe-Damijo"",""Nobert Young""}",{Drama},2006-07-01,"{""Dove Media""}"
2154,At Your Service,"{""Sobe Charles Umeh""}","{""Monalisa Chinda"",""Alexx Ekubo"",""Francisca Eleyele"",""Ebenezer Eno"",""Emem Ufot"",""Uchemba Williams""}","{Comedy,Romance}",2017-06-01,"{""Rok Studios"",""Royal Arts Academy""}"
2155,Egg of Life,"{""Andy Amenechi""}","{""Padita Agu"",""Sam Ajah"",""Funke Akindele"",""Ozo Akubueze"",""Gazza Anderson"",""Nina Bob-Chudey"",""Clarion Chukwura-Abiola"",""Pete Edochie"",""Fidelis Ezenwa"",""Ifeanyi Ezeokeke"",""Nnadi Ihuoma"",""Frances Nsonwu Ikoroha"",""Sabina Mole"",""Dike Ngwube"",""Somtoo Obasi"",""Ebele Okaro-Onyiuke"",""Stanley Okereke"",""Georgina Onuoha""}","{Drama,Fantasy}",2003-03-01,"{""O.J. Production""}"
2156,Lola's Gift,"{""Ijeoma Grace Agu""}","{""Bimbo Ademoye"",""Uzor Arukwe"",""Rita Edward"",""Sapphire Ekeng"",""Chris Iheuwa"",""Onyinye Odokoro"",""Kunle Remi"",""Belinda Agedah Yanga""}",{Drama},2023-01-01,"{""Rok Studios""}"
2157,Àkóbí gómìnà,"{""Abiodun Olanrewaju""}","{""Remi Abiola"",""Toyin Adegbola"",""Deji Aderemi"",""Joke Akinola"",""Toyosi Arigbabuwo"",""Opeyemi Ayeola"",""Adewale Elesho"",""Taiwo Hassan"",""Antar Laniyan"",""Ayo Mogaji"",""Sola Odusanya"",""Bose Ogunfolaji"",""Kemi Ogunfolarin"",""Bintan Olabode"",""Samson Oluwole"",""Babatunde Omidina"",""Yinka Quadri"",""Adebayo Salami""}",{Drama},2002-02-01,"{""Corporate Pictures"",""Smart Image Entertainment""}"
2158,Bariga Sugar,"{""Ifeoma Nkiruka Chukwuogo""}","{""Halima Olarewaju"",""Tunde Azeez"",""Tina Mba"",""Lucy Ameh"",""Blessing Samuel"",""Gregory Ojefua""}","{Short,Drama}",2017-02-01,"{""Fizzy K Pictures""}"
